NAME, MODEL1, MODEL2, MODEL3, MODEL4
Alanna Raveneye,1717,0,0,0
Alanndarian Nightsong,4487,0,0,0
Alanndarian Nightsong,4487,0,0,0
Alanura Firecloud,26892,0,0,0
Alanya,24945,0,0,0
Alard Schmied,25611,0,0,0
Alaressa,36949,0,0,0
Alarm-a-bomb 2600,6888,0,0,0
Alarm-o-Bot,14473,0,0,0
Alarmed Blightguard,25553,0,0,0
Alarming Clockbot,14473,0,0,0
Alassin,9275,0,0,0
Alastair Summon,31354,0,0,0
Alastair the Savage,31354,0,0,0
Albert,22732,0,0,0
Albert Garner,35866,0,0,0
Albert Quarksprocket,18691,0,0,0
Albert XXL,22732,0,0,0
Albino Drake,25836,0,0,0
Albino Eyegouger,36153,0,0,0
Albino Eyegouger (1),36153,0,0,0
Albino Snake,2955,0,0,0
Albino Snapjaw,14661,0,0,0
Alchemist Adrianna,29760,0,0,0
Alchemist Adrianna (1),29760,0,0,0
Alchemist Arbington,10551,0,0,0
Alchemist Burroughs,28172,0,0,0
Alchemist Cinesra,26445,0,0,0
Alchemist Finklestein,25934,0,0,0
Alchemist Finklestein,25934,0,0,0
Alchemist Gribble,18204,0,0,0
Alchemist Kanhu,28799,0,0,0
Alchemist Karloff,25997,0,0,0
Alchemist Mallory,3237,0,0,0
Alchemist Narett,4832,0,0,0
Alchemist Pestlezugg,7215,0,0,0
Alchemy,28738,0,0,0
Alchemy Flask/Elixir Credit (Quest),35543,0,0,0
Alchemy Potion Credit (Quest),35543,0,0,0
Alchemy Transmutation Credit (Quest),35543,0,0,0
Aldaron the Reckless,15925,0,0,0
Aldia,1700,0,0,0
Aldor Acolyte,18551,18548,18552,18550
Aldor Anchorite,18539,18537,18540,18541
Aldor Faction Tester,2676,0,0,0
Aldor Gryphon Guard,17202,0,0,0
Aldor Marksman,18743,18742,18741,18740
Aldor Mason,17913,17914,17915,0
Aldor Neophyte,18566,18567,18568,18569
Aldor Reveler,21204,21217,21219,21218
Aldor Spawn Controller,11686,0,0,0
Aldor Vindicator,17903,17904,17907,17905
Aldraan,20313,0,0,0
Aldrae,16788,0,0,0
Aldren Cordon,1821,0,0,0
Aldric Hunter,5088,0,0,0
Aldric Moore,1423,0,0,0
Aldris Fourclouds,15949,0,0,0
Aldur'thar Sentry,26800,0,0,0
Aldur'thar Sentry,26800,0,0,0
Aldwin Laughlin,2974,0,0,0
Aleanna Edune,22612,0,0,0
Aleesha Killem,36679,0,0,0
Alegorn,2242,0,0,0
Aleinia,15531,0,0,0
Alenjon Sunblade,31833,0,0,0
Alenndaar Lapidaar,7538,0,0,0
Alenndaar Lapidaar,7538,0,0,0
Aleric Hawkins,30163,0,0,0
Alessandro Luca,6837,0,0,0
Alestos,24282,0,0,0
Alestus,16758,0,0,0
Alex,338,0,0,0
Alex Test Quest Flagging NPC,16490,0,0,0
Alexander,221,0,0,0
Alexander Calder,3122,0,0,0
Alexandra Blazen,7590,0,0,0
Alexandra Bolero,1497,0,0,0
Alexandra Constantine,7905,0,0,0
Alexandra McQueen,24211,0,0,0
Alexandra Merriweather,37071,0,0,0
Alexandre Lefevre,3544,0,0,0
Alexi Barov,10456,0,0,0
Alexi Barov,10456,0,0,0
Alexi Silenthowl,33965,0,0,0
Alexia Ironknife,11457,0,0,0
Alexis Marlowe,24283,0,0,0
Alexis Torry,35787,0,0,0
Alexis Walker,22328,0,0,0
Alexston Chrome,1433,0,0,0
Alexstrasza,28227,0,0,0
Alexstrasza,27569,0,0,0
Alexstrasza,27569,0,0,0
Alexstrasza,39392,0,0,0
Alexstrasza,40055,0,0,0
Alexstrasza,28227,0,0,0
Alexstrasza,28227,0,0,0
Alexstrasza the Life-Binder,28227,0,0,0
Alexstrasza the Life-Binder,28227,0,0,0
Alexstrasza the Life-Binder,28227,0,0,0
Alexstrasza the Life-Binder,28227,0,0,0
Alexstrasza the Life-Binder,27569,0,0,0
Alexstrasza the Life-Binder,27569,0,0,0
Alexstrasza the Life-Binder,28227,0,0,0
Alexstrasza the Life-Binder,23742,0,0,0
Alexstrasza the Life-Binder,27569,0,0,0
Alexstrasza the Life-Binder,27569,0,0,0
Alexstrasza the Life-Binder,28227,0,0,0
Alexstrasza the Life-Binder,27569,0,0,0
Alexstrasza the Life-Binder,27569,0,0,0
Alexstrasza the Life-Binder,27569,0,0,0
Alexstrasza's Egg,36525,36527,36528,0
Alexstrasza's Gift,27904,27401,0,0
Alfred Copperworth,28119,0,0,0
Algalon Stalker,169,11686,0,0
Algalon Stalker Asteroid Target 01,169,11686,0,0
Algalon Stalker Asteroid Target 02,169,11686,0,0
Algalon Stalker Asteroid Target 02 (1),169,11686,0,0
Algalon Test Creature,26239,0,0,0
Algalon the Observer,28641,0,0,0
Algalon the Observer (1),28641,0,0,0
Algalon Void Zone Visual Stalker,169,11686,0,0
Algar the Chosen,26596,0,0,0
Algar's Frost Wyrm Mount,26645,0,0,0
Algernon,2676,0,0,0
Alice,80,0,0,0
Alice,80,0,0,0
Alice Rigsdale,29427,0,0,0
Alicia,344,0,0,0
Alicia Cuthbert,29425,0,0,0
Alien,32965,0,0,0
Alieshor,20455,0,0,0
Aligar the Tormentor,467,0,0,0
Alina,1828,0,0,0
Alison Devay,29515,0,0,0
Alit,1062,0,0,0
Alithia Fallowmere,32148,0,0,0
Alitus,1062,0,0,0
Alizabal,21252,0,0,0
Alizabal (1),21252,0,0,0
Alizabal Jump Stalker,1126,11686,0,0
Allan Hafgan,1486,0,0,0
Allana Swiftglide,1932,0,0,0
Allen Bright,38315,0,0,0
Allendril Fallcreek,11213,11214,11215,11216
Allenya Moonshadow,15959,0,0,0
Allerian Defender,18437,18438,18439,18440
Allerian Defender,18437,18438,18439,18440
Allerian Horseman,18446,18447,0,0
Allerian Peasant,18546,18547,0,0
Allerian Peasant Cosmetic,18546,18547,0,0
Allestria,1062,0,0,0
Alliance Adventurer,21270,21271,21272,21273
Alliance Assault Volunteer,32874,32875,32876,32877
Alliance Axeman,2441,0,0,0
Alliance Balloon,38343,0,0,0
Alliance Balloon,38343,0,0,0
Alliance Banner,22548,0,0,0
Alliance Battle Standard,14541,0,0,0
Alliance Battleguard,164,0,0,0
Alliance Berserker,24353,0,0,0
Alliance Berserker (1),24353,0,0,0
Alliance Boat,29766,0,0,0
Alliance Bomber Pilot,28038,0,0,0
Alliance Bomber Seat,28360,0,0,0
Alliance Brigadier General,27154,0,0,0
Alliance Brigadier General,27154,0,0,0
Alliance Brigadier General (Stormwind Visual),30509,0,0,0
Alliance Cannon,21788,0,0,0
Alliance Captain,30035,0,0,0
Alliance Captain,30035,0,0,0
Alliance Captain,30035,0,0,0
Alliance Citizen,1501,21621,0,0
Alliance Cleric,24356,0,0,0
Alliance Cleric (1),24356,0,0,0
Alliance Commander,30606,30607,30608,0
Alliance Commander,24366,0,0,0
Alliance Conscript,24701,24702,24771,24772
Alliance Corpse,21779,21782,21783,0
Alliance Deserter,23147,23150,23151,23152
Alliance Deserter,23147,23150,23151,23152
Alliance Emissary,24667,0,0,0
Alliance Engineering Seat,28116,0,0,0
Alliance Field Defender,31282,31283,31284,31285
Alliance Field Scout,2027,0,0,0
Alliance Flying Machine,26556,0,0,0
Alliance Flying Machine,26556,0,0,0
Alliance Footman,17322,0,0,0
Alliance Fox Hunter,33874,33875,33876,33877
Alliance Graveyard Teleporter,169,23767,0,0
Alliance Guard,3705,3708,0,0
Alliance Gunship,11686,0,0,0
Alliance Gunship Cannon,29488,0,0,0
Alliance Gunship Cannon,29488,0,0,0
Alliance Gunship Cannon (1),29488,0,0,0
Alliance Gunship Captain,5409,0,0,0
Alliance Halaani Guard,18254,18255,18256,18257
Alliance Hunter,33023,0,0,0
Alliance Hunter Infantry,33024,22227,5816,5088
Alliance Infra-green Bomber,27885,0,0,0
Alliance Infra-green Bomber,27885,0,0,0
Alliance Infra-green Bomber, Parked,27665,0,0,0
Alliance Infra-green Engineer,28034,28035,28036,28037
Alliance Knight,17389,0,0,0
Alliance Laborer,33879,33880,33881,0
Alliance Laborer,33879,33880,33881,0
Alliance Logger,89,0,0,0
Alliance Logger w/ Out Wood,20488,0,0,0
Alliance Lookout,32874,32875,32876,32877
Alliance Lookout,32874,32875,32876,32877
Alliance Lumberboat,16480,23489,0,0
Alliance Lumberboat Explosions,16480,23489,0,0
Alliance Mage,33024,0,0,0
Alliance Mage Infantry,33024,22227,5816,5088
Alliance Mason,341,586,0,0
Alliance Motorcycle,25870,0,0,0
Alliance Paladin Infantry,33024,22227,35723,5088
Alliance Paratrooper,33958,33959,33960,33961
Alliance Paratrooper,33958,33959,33960,33961
Alliance Peasant,17330,0,0,0
Alliance Portal-Sentry,32386,32387,32388,32389
Alliance Priest,33025,0,0,0
Alliance Priest,17329,0,0,0
Alliance Prisoner,31433,31976,32014,32594
Alliance Ranger,24355,0,0,0
Alliance Ranger (1),24355,0,0,0
Alliance Recruiter,15389,0,0,0
Alliance Res Fixer,3939,0,0,0
Alliance Rescue Craft,26556,0,0,0
Alliance Rifleman,17324,0,0,0
Alliance Rogue,33022,0,0,0
Alliance Sailor,30031,30032,30033,30034
Alliance Sailor,30031,30032,30033,30034
Alliance Sailor,30031,30032,30033,30034
Alliance Sailor,30031,30032,30033,30034
Alliance Sailor,30031,30032,30033,30034
Alliance Sea-Scout,32694,32695,32696,32697
Alliance Sentinel,12069,12070,12071,12072
Alliance Sentinel (1),12069,12070,12071,12072
Alliance Sentinel (2),12069,12070,12071,12072
Alliance Sentinel (3),12069,12070,12071,12072
Alliance Siege Vehicle,24240,25341,0,0
Alliance Siege Vehicle,24240,25341,0,0
Alliance Silithyst Sentinel,1598,1608,0,0
Alliance Slave,30368,30369,30370,30371
Alliance Slave,30372,30373,0,0
Alliance Slave,30374,30375,0,0
Alliance Slave,30376,30377,30379,30378
Alliance Slave (1),30368,30369,30370,30371
Alliance Slave (1),30372,30373,0,0
Alliance Slave (1),30374,30375,0,0
Alliance Slave (1),30376,30377,30379,30378
Alliance Soldier,23862,23863,0,0
Alliance Soldier,21308,21309,21310,21311
Alliance Soldier (Northrend),23029,0,0,0
Alliance Sorceress,17325,0,0,0
Alliance Spectator,11898,5375,4889,1823
Alliance Spirit Guide,13336,13337,0,0
Alliance Spirit Guide,13336,13337,0,0
Alliance Spirit Guide,13336,13337,0,0
Alliance Spirit Guide,13336,13337,0,0
Alliance Spirit Guide,13336,13337,0,0
Alliance Spirit Guide,13336,13337,0,0
Alliance Spirit Guide,13336,13337,0,0
Alliance Spirit Guide,13336,13337,0,0
Alliance Spirit Guide (1),13336,13337,0,0
Alliance Spirit Guide (2),13336,13337,0,0
Alliance Spirit Guide (3),13336,13337,0,0
Alliance Spy,32461,32462,0,0
Alliance Steam Tank,24240,25341,0,0
Alliance Submarine,37097,0,0,0
Alliance Submarine,16480,37044,0,0
Alliance Tower Buffer,5187,16925,0,0
Alliance Transporter Malfunction,20323,20317,20320,20318
Alliance Turret Seat,28235,0,0,0
Alliance Wargryphoner,3011,0,0,0
Alliance Warrior,33021,0,0,0
Alliance Warrior Infantry,33024,22227,5816,5088
Alliance Wizard,30237,0,0,0
Allison,36625,0,0,0
Allison Potts,38422,0,0,0
Alloy-Pounder Zero,31924,0,0,0
Alluvion,20162,0,0,0
Alluvius,22249,0,0,0
Ally of Nature,8149,19455,17009,8151
Allyndia,28386,0,0,0
Allyndia,4403,0,0,0
Alma Deering,33755,0,0,0
Alma Jainrose,1745,0,0,0
Almaador,20290,0,0,0
Alnar Whitebough,29429,0,0,0
Alope,1062,0,0,0
Alorii,18327,0,0,0
Alornerk,24387,0,0,0
Alorra,18948,0,0,0
Alorya,19053,0,0,0
Alowicious Czervik,14530,0,0,0
Alpha Beam,11686,0,0,0
Alpha Beam (1),11686,0,0,0
Alpine Chipmunk,36620,0,0,0
Alpine Hare,23926,36342,0,0
Alpine Songbird,28215,0,0,0
Alpine Songbird,28215,0,0,0
Alrin the Agile,31097,0,0,0
Alrin the Agile (1),31097,0,0,0
Alrumi,19320,0,0,0
Alshirr Banebreath,2879,0,0,0
Alsudar the Bastion,33688,0,0,0
Altaa,17220,0,0,0
Altairus,34265,0,0,0
Altairus (1),34265,0,0,0
Altar Defender,21515,21516,21517,21518
Altar of Air,37043,0,0,0
Altar of Earth,37042,0,0,0
Altar of Flame,37043,0,0,0
Altar of Frost,37038,0,0,0
Altar of Quetz'lun Digsite,328,0,0,0
Altar of Quetz'lun Gateway,18783,25181,0,0
Altar of Sha'tar Vindicator,17903,17904,17907,17905
Altar of Shadow,37041,0,0,0
Altar of Shattra Scryer Guardpost,3020,0,0,0
Altar of Sseratus Digsite,328,0,0,0
Altar of Zul Digsite,328,0,0,0
Altar Warden,26383,26384,0,0
Alterac Ram,13340,0,0,0
Alterac Ram,13340,0,0,0
Alterac Ram (1),13340,0,0,0
Alterac Ram (2),13340,0,0,0
Alterac Ram (3),13340,0,0,0
Alterac Valley Battlemaster,10186,0,0,0
Alterac Valley Portal,26484,0,0,0
Alterac Valley Portal,26494,0,0,0
Alterac Valley Portal,26484,0,0,0
Alterac Valley Portal,26494,0,0,0
Alterac Yeti,10946,0,0,0
Alterac Yeti (1),10946,0,0,0
Alterac Yeti (2),10946,0,0,0
Alterac Yeti (3),10946,0,0,0
Altered Beast,23926,36388,36390,0
Altered Beast,36389,36391,755,18081
Althallen Brightblade,19576,0,0,0
Althen the Historian,19791,0,0,0
Althera,28667,0,0,0
Alto Stonespire,31326,0,0,0
Alton Redding,36160,0,0,0
Altruis Conversation Credit,11686,0,0,0
Altruis the Sufferer,17771,0,0,0
Altsoba Ragetotem,9770,0,0,0
Altsoba Ragetotem,9770,0,0,0
Aludane Whitecloud,25595,0,0,0
Alumeth the Ascended,27898,0,0,0
Aluntir,15356,0,0,0
Aluril,2192,0,0,0
Alurmi,20384,0,0,0
Alurmi,39909,0,0,0
Aluyen,21344,0,0,0
Alyissia,1721,0,0,0
Alys Vol'tyr,23909,0,0,0
Alyson Antille,22230,0,0,0
Alysra,29162,0,0,0
Alysra,29162,0,0,0
Alysra,29162,0,0,0
Alysrazor,38044,0,0,0
Alysrazor,38447,0,0,0
Alysrazor,38446,0,0,0
Alysrazor,38446,0,0,0
Alysrazor,38778,0,0,0
Alysrazor,38446,0,0,0
Alysrazor (1),38446,0,0,0
Alysrazor (2),38446,0,0,0
Alysrazor (3),38446,0,0,0
Alyssa Blaye,3883,0,0,0
Alyssa Eva,257,0,0,0
Alyssa Griffith,1520,0,0,0
Alyssia Moonstalker,29770,0,0,0
Alyssia Moonstalker (1),29770,0,0,0
Alyssia Moonstalker (2),29770,0,0,0
Alyssia Moonstalker (3),29770,0,0,0
Alystros the Verdant Keeper,24461,0,0,0
Alzinn Trigger,16480,0,0,0
Alzinn Trigger,30565,0,0,0
Alzinn Trigger,30565,0,0,0
Alzinn Trigger,30565,0,0,0
Alzinn Trigger,30565,0,0,0
Alzzin the Wildshaper,14416,0,0,0
Alzzin's Minion,911,0,0,0
Amaan the Wise,16727,0,0,0
Amakkar,8351,0,0,0
Amakkar,8351,0,0,0
Amal Tazz,36188,0,0,0
Amal'thazad,25468,0,0,0
Amal'thazad,25468,0,0,0
Aman,29195,0,0,0
Aman,1698,0,0,0
Amani Axe Thrower,17302,0,0,0
Amani Battle Bear,38261,0,0,0
Amani Bear,22467,0,0,0
Amani Bear (1),22467,0,0,0
Amani Bear Cub,38177,0,0,0
Amani Bear Mount,22467,0,0,0
Amani Bear Mount (1),22467,0,0,0
Amani Bear Spirit,21830,0,0,0
Amani Berserker,17303,0,0,0
Amani Crocolisk,834,0,0,0
Amani Crocolisk (1),834,0,0,0
Amani Dragonhawk,37800,0,0,0
Amani Dragonhawk,17547,0,0,0
Amani Dragonhawk Hatchling,37574,0,0,0
Amani Dragonhawk Hatchling (1),37574,0,0,0
Amani Dragonhawk Spirit,21831,0,0,0
Amani Eagle,22255,0,0,0
Amani Eagle (1),22255,0,0,0
Amani Eagle Spirit,22256,0,0,0
Amani Elder Lynx,19705,0,0,0
Amani Elder Lynx (1),19705,0,0,0
Amani Healing Ward,15231,0,0,0
Amani Kidnapper,26466,0,0,0
Amani Kidnapper (1),22255,0,0,0
Amani Lynx,19705,0,0,0
Amani Lynx,19705,0,0,0
Amani Lynx (1),19705,0,0,0
Amani Lynx (1),19705,0,0,0
Amani Lynx Cub,30963,0,0,0
Amani Lynx Cub (1),30963,0,0,0
Amani Lynx Spirit,21793,0,0,0
Amani Protective Ward,23002,0,0,0
Amani Shadowpriest,17304,0,0,0
Amani Snake,1206,6303,2957,2958
Amani War Bear,22464,0,0,0
Amani'shi Axe Thrower,22273,22274,0,0
Amani'shi Axe Thrower (1),22273,22274,0,0
Amani'shi Beast Tamer,22301,22302,0,0
Amani'shi Beast Tamer (1),22301,22302,0,0
Amani'shi Berserker,22353,0,0,0
Amani'shi Flame Caster,22307,22308,0,0
Amani'shi Flame Caster (1),22307,22308,0,0
Amani'shi Gate Guard,22309,22310,0,0
Amani'shi Guardian,22309,22310,0,0
Amani'shi Guardian (1),22309,22310,0,0
Amani'shi Handler,22303,22304,0,0
Amani'shi Handler (1),22303,22304,0,0
Amani'shi Hatcher,22303,22304,0,0
Amani'shi Hatcher,22303,22304,0,0
Amani'shi Hatcher (1),22303,22304,0,0
Amani'shi Hatcher (1),22303,22304,0,0
Amani'shi Lookout,22161,0,0,0
Amani'shi Medicine Man,22275,22276,0,0
Amani'shi Medicine Man (1),22275,22276,0,0
Amani'shi Peon,38119,38120,38121,38122
Amani'shi Protector,22263,22264,0,0
Amani'shi Reinforcement,22315,22316,0,0
Amani'shi Savage,22322,22323,22324,22325
Amani'shi Scout,22983,0,0,0
Amani'shi Tempest,22538,0,0,0
Amani'shi Tempest (1),22538,0,0,0
Amani'shi Trainer,22313,22314,0,0
Amani'shi Tribesman,22271,22272,0,0
Amani'shi Tribesman (1),22271,22272,0,0
Amani'shi Warbringer,22277,22278,0,0
Amani'shi Warbringer (1),22277,22278,0,0
Amani'shi Warrior,22259,22260,0,0
Amani'shi Warrior DEBUG,22259,22260,0,0
Amani'shi Wind Walker,22261,22262,0,0
Amani'shi Wind Walker (1),22261,22262,0,0
Amanitar,28133,0,0,0
Amanitar (1),28133,0,0,0
Amarante,25717,0,0,0
Amariel Sunsworn,28771,0,0,0
Amazing Flying Carpet,28082,0,0,0
Ambassador Ardalan,21008,0,0,0
Ambassador Berrybuck,1713,0,0,0
Ambassador Bloodrage,7043,0,0,0
Ambassador Dawnsinger,16850,0,0,0
Ambassador Flamelash,8329,0,0,0
Ambassador Gaines,31203,0,0,0
Ambassador Gaines,31203,0,0,0
Ambassador Hellmaw,18821,0,0,0
Ambassador Hellmaw (1),18821,0,0,0
Ambassador Infernus,5488,0,0,0
Ambassador Jerrikar,11347,0,0,0
Ambassador Kelemar,17568,0,0,0
Ambassador Laurent,35448,0,0,0
Ambassador Laurent,35669,0,0,0
Ambassador Malcin,12909,0,0,0
Ambassador Pax'ivi,19635,0,0,0
Ambassador Rualeth,16917,0,0,0
Ambassador Slaghammer,8826,0,0,0
Ambassador Slaghammer,8826,0,0,0
Ambassador Solannas,19402,0,0,0
Ambassador Sunsorrow,16112,0,0,0
Ambassador Talonga,23488,0,0,0
Ambassador's Honor Guard,19409,0,0,0
Amber Drake,25852,0,0,0
Amber Ledge Warmage,24373,24372,0,0
Amber Provost,11062,0,0,0
Ambereye Basilisk,11713,0,0,0
Ambereye Reaver,12338,0,0,0
Ambermill Brewmaster,3538,0,0,0
Ambermill Conjuror,3581,3582,3583,3584
Ambermill Dimensional Portal,34657,0,0,0
Ambermill Mage,3559,3560,0,0
Ambermill Mage Proxy,3559,3560,3561,3562
Ambermill Magister,3559,3560,3561,3562
Ambermill Miner,3539,0,0,0
Ambermill Phase 002 Event Generator,22712,17188,0,0
Ambermill Portal Guardian,3602,3603,0,0
Ambermill Protector,3602,3603,0,0
Ambermill Serpent,5966,0,0,0
Ambermill Spellscribe,3589,3590,0,0
Ambermill Warder,3592,3593,0,0
Ambermill Watcher,3566,3567,3568,3569
Ambermill Witchalok,3585,3586,3587,3588
Amberpelt Clefthoof,19797,0,0,0
Amberpine Footman,24268,24269,24270,24271
Amberpine Footman,24268,24269,24270,24271
Amberpine Hunter,24502,24503,0,0
Amberpine Scout,24302,24309,24310,0
Amberpine Woodsman,24502,24503,0,0
Ambershard Crusher,11711,0,0,0
Ambershard Destroyer,11711,0,0,0
Ambershard Rager,11711,0,0,0
Amberstill Mountaineer,1786,1782,1796,1801
Amberstill Raid Controller,20570,11686,0,0
Amberstill Ram,10001,10002,10003,0
Amberwind's Construct,19702,0,0,0
Ambianceur cosmétique,16011,0,0,0
Ambient Minion of Terokk,21003,0,0,0
Ambo Cash,24544,0,0,0
Ambrose Boltspark,28586,0,0,0
Ambrose Boltspark,28586,0,0,0
Ambrose Boltspark (1),28586,0,0,0
Ambrose Boltspark's Mount,28571,0,0,0
Ambusher,184,0,0,0
Ameenah,21619,0,0,0
Amelia Atherton,1296,0,0,0
Amera Sky,28202,0,0,0
Amerun Leafshade,20193,0,0,0
Amethyst Scarab,34908,0,0,0
Amethyst Shale Hatchling,36604,0,0,0
Amie Pierce,8632,0,0,0
Amilya Airheart,18991,0,0,0
Amin,16699,0,0,0
Amira Blazeweaver,28403,0,0,0
Amish Wildhammer,18666,0,0,0
Amisi Azuregaze,25605,0,0,0
Ammen Vale Guardian,16789,16791,16790,16792
Ammen Vale Lashling,28493,0,0,0
Ammo Cart,33303,0,0,0
Ammunae,32943,0,0,0
Ammunae (1),32943,0,0,0
Amnennar the Coldbringer,7971,0,0,0
Amphitheater Spectator,26810,26811,26812,26813
Amphitheater Spectator,26847,26848,26849,26850
Amphitheater Vendor,26806,26807,26808,26809
Amshesha Stilldark,18757,0,0,0
Amthea,34163,0,0,0
Amy Davenport,3366,0,0,0
Amythiel Mistwalker,16429,0,0,0
An Unknown Evil,31174,11686,0,0
An Unknown Evil,36451,0,0,0
An Unknown Voice,169,11686,0,0
Ana'thek the Cruel,4634,0,0,0
Anachronos,2719,0,0,0
Anachronos,2719,0,0,0
Anachronos,2719,0,0,0
Anachronos Dragon Form,15500,0,0,0
Anachronos Quest Trigger Invisible,16480,0,0,0
Anachronos the Ancient,15415,0,0,0
Anaconda perdu de Mikinimaj,26756,0,0,0
Anadyia,2220,0,0,0
Anara,5233,0,0,0
Anastasia,11873,0,0,0
Anastasia Hartwell,2657,0,0,0
Anathemus,10040,0,0,0
Anathera,4929,0,0,0
Anathos,16675,0,0,0
Anatoly,24195,0,0,0
Anaya,1937,0,0,0
Anaya Dawnrunner,1937,0,0,0
Anaya Dawnrunner,1937,0,0,0
Ancestral Grounds Digsite,328,0,0,0
Ancestral Guardian,34785,34786,34787,0
Ancestral Spirit,3824,0,0,0
Ancestral Spirit Wolf,1236,0,0,0
Anchor,16480,21342,0,0
Anchorite Ahuurn,17409,0,0,0
Anchorite Alendar,20328,0,0,0
Anchorite Attendant,18551,18548,18552,18550
Anchorite Avuun,16868,0,0,0
Anchorite Avuun,16868,0,0,0
Anchorite Ayuri,22971,0,0,0
Anchorite Barada,17021,0,0,0
Anchorite Buurq,28824,0,0,0
Anchorite Caalen,17409,0,0,0
Anchorite Ceyla,20270,0,0,0
Anchorite Delan,16855,0,0,0
Anchorite Elbadon,23297,0,0,0
Anchorite Ensham,17248,0,0,0
Anchorite Fateema,16911,0,0,0
Anchorite Kairthos,22972,0,0,0
Anchorite Karja,18903,0,0,0
Anchorite Nindumen,18552,0,0,0
Anchorite Obadei,16728,0,0,0
Anchorite Paetheus,17021,0,0,0
Anchorite Tessa,20270,0,0,0
Anchorite Traska,35097,0,0,0
Anchorite Truuen,16930,0,0,0
Anchorite Yazmina,21712,0,0,0
Ancien protecteur,1461,0,0,0
Ancient Charhound,38760,0,0,0
Ancient Charscale,38140,0,0,0
Ancient Citizen of Nifflevar,22251,25816,22239,25811
Ancient Citizen of Nifflevar,22049,22148,22203,25830
Ancient Conservator,16975,0,0,0
Ancient Conservator (1),16975,0,0,0
Ancient Coral Shell,7046,0,0,0
Ancient Core Hound,10193,0,0,0
Ancient Core Hound (1),10193,0,0,0
Ancient Draenei Spirit,18836,18882,18883,18884
Ancient Drakkari King,27229,0,0,0
Ancient Drakkari Soothsayer,24448,0,0,0
Ancient Drakkari Warmonger,24454,0,0,0
Ancient Dwarven Artifact,37907,0,0,0
Ancient Dwarven Artifact,37907,0,0,0
Ancient Dwarven Shield,32469,0,0,0
Ancient Dwarven Shield,33148,0,0,0
Ancient Dwarven Shield,33149,0,0,0
Ancient Dwarven Shield,33150,0,0,0
Ancient Dwarven Shield,33151,0,0,0
Ancient Dwarven Shield,33152,0,0,0
Ancient Dwarven Shield,33153,0,0,0
Ancient Dwarven Shield,33154,0,0,0
Ancient Dwarven Shield Used,33148,0,0,0
Ancient Dwarven Shield Used,33149,0,0,0
Ancient Dwarven Shield Used,33150,0,0,0
Ancient Dwarven Shield Used,33151,0,0,0
Ancient Dwarven Shield Used,33152,0,0,0
Ancient Dwarven Shield Used,33153,0,0,0
Ancient Dwarven Shield Used,33154,0,0,0
Ancient Dwarven Shield Used,32469,0,0,0
Ancient Elven Artifact,37908,0,0,0
Ancient Elven Artifact,37908,0,0,0
Ancient Equine Spirit,14585,0,0,0
Ancient Female Vrykul,25829,0,0,0
Ancient Firelord,38591,0,0,0
Ancient Fossil,37910,0,0,0
Ancient Fossil,37910,0,0,0
Ancient Frostsaber,9695,0,0,0
Ancient Grimtotem Spirit Guide,22130,0,0,0
Ancient Grimtotem Spirit Wolf,22130,0,0,0
Ancient Hyjal Protector,28718,28725,0,0
Ancient Hyjal Protector,28718,28725,0,0
Ancient Hyjal Protector,28718,28725,0,0
Ancient Hyjal Protector,28718,28725,0,0
Ancient Island Turtle,17654,0,0,0
Ancient Kodo,2767,2768,10915,0
Ancient Lava Dweller,38175,0,0,0
Ancient Male Vrykul,22251,0,0,0
Ancient Mana Spring Totem,4587,0,0,0
Ancient of Lore,1460,0,0,0
Ancient of War,1461,0,0,0
Ancient Orc Ancestor,18051,18059,18060,18061
Ancient Protector,2429,0,0,0
Ancient Raven-Priest,21141,0,0,0
Ancient Reach Test - Scale 1.0,28506,0,0,0
Ancient Reach Test - Scale 3.0,1461,0,0,0
Ancient Rune Giant,28349,0,0,0
Ancient Rune Giant (1),28349,0,0,0
Ancient Sentinel,5747,0,0,0
Ancient Shadowmoon Spirit,20475,0,0,0
Ancient Skeletal Soldier,30616,30617,0,0
Ancient Skeletal Soldier (1),30616,30617,0,0
Ancient Skeletal Soldier (2),30616,30617,0,0
Ancient Skeletal Soldier (3),30616,30617,0,0
Ancient Smoldering Behemoth,38852,0,0,0
Ancient Stone Keeper,10798,0,0,0
Ancient Teldrassil Protector,29239,0,0,0
Ancient Troll Artifact,37909,0,0,0
Ancient Troll Artifact,37909,0,0,0
Ancient Watcher,8811,0,0,0
Ancient Water Lord,39548,0,0,0
Ancient Water Lord (1),39548,0,0,0
Ancient Water Spirit,26650,0,0,0
Ancient Water Spirit (1),26650,0,0,0
Ancient Wisp,17607,0,0,0
Ancona Chicken,5369,0,0,0
And a Dinosaur,5305,0,0,0
And a Dinosaur - Hologram,35228,0,0,0
Andalar Shadevale,37597,0,0,0
Andarl,17639,0,0,0
Andellion,26336,0,0,0
Andello Porter,5907,0,0,0
Ander Germaine,1504,0,0,0
Anderov Ryon,32275,0,0,0
Andi,252,0,0,0
Andi Lynn,11691,0,0,0
Andiss,1722,0,0,0
Ando Blastenheimer,34158,0,0,0
Andorel Sunsworn,30208,0,0,0
Andorel Sunsworn,30208,0,0,0
Andorel's Image,30208,0,0,0
Andorgos,15480,0,0,0
Andorhal Charm Credit,11686,0,0,0
Andorhal Conversion Credit,11686,0,0,0
